REPORT_NAME,REPORT_SUB_TYPE,VERSION,DESTINATION_TABLE,TRANSACTION_TYPE,ROW_FILTER_TYPE
GSH_PRUDENTIAL,SETTLEMENT_AMOUNTS,1,GSH_PRD_SETTLEMENT_AMOUNTS,INSERT,
GSH_PRUDENTIAL,TRADE_FORWARD_EXPOSURE,1,GSH_PRD_TRADE_FWD_EXPOSURE,INSERT,
GSH_REALLOCATION,DAILY_AMOUNT,1,GSH_REALLOC_DAILY_AMOUNT,INSERT,
GSH_REALLOCATION,REALLOCATION,1,GSH_REALLOC_REALLOCATION,INSERT-UPDATE,LASTCHANGED
GSH_SETTLEMENT,ADHOC,1,GSH_SUPP_ADHOC,INSERT,
GSH_SETTLEMENT,AUCTION_QUANTITIES,1,GSH_SUPP_AUCTION_QUANTITIES,INSERT,
GSH_SETTLEMENT,CAPACITY_AUCTION,1,GSH_SUPP_CAPACITY_AUCTION,INSERT,
GSH_SETTLEMENT,CAPACITY_TRANSFERS,1,GSH_SUPP_CAPACITY_TRANSFERS,INSERT,
GSH_SETTLEMENT,CAPACITY_VARIANCE,1,GSH_SUPP_CAPACITY_VARIANCE,INSERT,
GSH_SETTLEMENT,DELIVERED_QUANTITY,1,GSH_SUPP_DELIVERED_QUANTITY,INSERT,
GSH_SETTLEMENT,DELIVERY_VARIANCE,1,GSH_SUPP_DELIVERY_VARIANCE,INSERT,
GSH_SETTLEMENT,EXECUTED_TRADES,1,GSH_SUPP_EXECUTED_TRADES,INSERT,
GSH_SETTLEMENT,FEE,1,GSH_SUPP_FEE,INSERT,
GSH_SETTLEMENT,PHYSICAL_GAS,1,GSH_SUPP_PHYSICAL_GAS,INSERT,
GSH_SETTLEMENT,REALLOCATIONS,1,GSH_SUPP_REALLOCATIONS,INSERT,
GSH_SETTLEMENT,SERVICES,1,GSH_SUPP_SERVICES,INSERT,
GSH_SETTLEMENT,SETTLEMENT_RUN,1,GSH_SUPP_SETTLEMENT_RUN,INSERT-UPDATE,LASTCHANGED
GSH_SETTLEMENT,SETTLEMENT_SUMMARY,1,GSH_SUPP_SETTLEMENT_SUMMARY,INSERT,
IRAUCTION,RESIDUE_BID_TRK,1,RESIDUE_BID_TRK,INSERT,
IRAUCTION,RESIDUE_CONTRACTS,1,RESIDUE_CONTRACTS,INSERT-UPDATE,LASTCHANGED
IRAUCTION,RESIDUE_CON_DATA,1,RESIDUE_CON_DATA,INSERT,
IRAUCTION,RESIDUE_CON_DATA,2,RESIDUE_CON_DATA,INSERT,
IRAUCTION,RESIDUE_CON_ESTIMATES_TRK,1,RESIDUE_CON_ESTIMATES_TRK,INSERT,
IRAUCTION,RESIDUE_CON_FUNDS,1,RESIDUE_CON_FUNDS,INSERT,
IRAUCTION,RESIDUE_PRICE_BID,1,RESIDUE_PRICE_BID,INSERT,
IRAUCTION,RESIDUE_PRICE_FUNDS_BID,1,RESIDUE_PRICE_FUNDS_BID,INSERT,
IRAUCTION,RESIDUE_PUBLIC_DATA,1,RESIDUE_PUBLIC_DATA,INSERT,
IRAUCTION,RESIDUE_TRK,1,RESIDUE_TRK,INSERT-UPDATE,LASTCHANGED
IRAUCTION,SRA_CASH_SECURITY,1,SRA_CASH_SECURITY,INSERT-UPDATE,LASTCHANGED
IRAUCTION,SRA_FINANCIAL_AUCPAY_DETAIL,1,SRA_FINANCIAL_AUCPAY_DETAIL,INSERT,
IRAUCTION,SRA_FINANCIAL_AUCPAY_SUM,1,SRA_FINANCIAL_AUCPAY_SUM,INSERT,
IRAUCTION,SRA_FINANCIAL_AUC_MARDETAIL,1,SRA_FINANCIAL_AUC_MARDETAIL,INSERT,
IRAUCTION,SRA_FINANCIAL_AUC_MARGIN,1,SRA_FINANCIAL_AUC_MARGIN,INSERT,
IRAUCTION,SRA_FINANCIAL_AUC_RECEIPTS,1,SRA_FINANCIAL_AUC_RECEIPTS,INSERT,
IRAUCTION,SRA_FINANCIAL_RUNTRK,1,SRA_FINANCIAL_RUNTRK,INSERT,
IRAUCTION,SRA_OFFER_PRODUCT,1,SRA_OFFER_PRODUCT,INSERT-UPDATE,LASTCHANGED
IRAUCTION,SRA_OFFER_PROFILE,1,SRA_OFFER_PROFILE,INSERT-UPDATE,LASTCHANGED
IRAUCTION,SRA_PRUDENTIAL_CASH_SECURITY,1,SRA_PRUDENTIAL_CASH_SECURITY,INSERT,
IRAUCTION,SRA_PRUDENTIAL_COMP_POSITION,1,SRA_PRUDENTIAL_COMP_POSITION,INSERT,
IRAUCTION,SRA_PRUDENTIAL_EXPOSURE,1,SRA_PRUDENTIAL_EXPOSURE,INSERT,
IRAUCTION,SRA_PRUDENTIAL_RUN,1,SRA_PRUDENTIAL_RUN,INSERT,
IRAUCTION,VALUATIONID,1,VALUATIONID,INSERT,
IRAUCTION_BIDS,FILE_TRK,1,RESIDUEFILETRK,INSERT,
IRAUCTION_BIDS,FUNDS_BID,1,RESIDUE_FUNDS_BID,INSERT,
IRAUCTION_BIDS,PRICE_BID,1,RESIDUE_PRICE_BID,INSERT,
IRAUCTION_CONFIG,AUCTION,1,AUCTION,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_CALENDAR,1,AUCTION_CALENDAR,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_CALENDAR,2,AUCTION_CALENDAR,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_IC_ALLOCATIONS,1,AUCTION_IC_ALLOCATIONS,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_IC_ALLOCATIONS,2,AUCTION_IC_ALLOCATIONS,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_REVENUE_ESTIMATE,1,AUCTION_REVENUE_ESTIMATE,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_REVENUE_TRACK,1,AUCTION_REVENUE_TRACK,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_RP_ESTIMATE,1,AUCTION_RP_ESTIMATE,INSERT-UPDATE,LASTCHANGED
IRAUCTION_CONFIG,AUCTION_TRANCHE,1,AUCTION_TRANCHE,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,BIDTYPES,1,BIDTYPES,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,BIDTYPESTRK,1,BIDTYPESTRK,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,INTERCONNECTOR,1,INTERCONNECTOR,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,INTERCONNECTORALLOC,1,INTERCONNECTORALLOC,INSERT,
MARKET_CONFIG,INTERCONNECTORCONSTRAINT,1,INTERCONNECTORCONSTRAINT,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,INTRAREGIONALLOC,1,INTRAREGIONALLOC,INSERT,
MARKET_CONFIG,LOSSFACTORMODEL,1,LOSSFACTORMODEL,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,LOSSMODEL,1,LOSSMODEL,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,MARKET_PRICE_THRESHOLDS,1,MARKET_PRICE_THRESHOLDS,INSERT,
MARKET_CONFIG,REGION,1,REGION,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,REGIONSTANDINGDATA,1,REGIONSTANDINGDATA,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,TRANSMISSIONLOSSFACTOR,1,TRANSMISSIONLOSSFACTOR,INSERT-UPDATE,LASTCHANGED
MARKET_CONFIG,TRANSMISSIONLOSSFACTOR,2,TRANSMISSIONLOSSFACTOR,INSERT-UPDATE,LASTCHANGED
MARKET_NOTICE,MARKETNOTICEDATA,1,MARKETNOTICEDATA,INSERT,
MARKET_NOTICE,MARKETNOTICETYPE,1,MARKETNOTICETYPE,INSERT-UPDATE,LASTCHANGED
MARKET_NOTICE,PARTICIPANTNOTICETRK,1,PARTICIPANTNOTICETRK,INSERT,
MCC,CASESOLUTION,1,MCC_CASESOLUTION,INSERT,
MCC,CONSTRAINTSOLUTION,1,MCC_CONSTRAINTSOLUTION,INSERT,
METERDATA,AGGREGATE_READS,1,METERDATA_AGGREGATE_READS,INSERT,
METERDATA,INDIVIDUAL_READS,1,METERDATA_INDIVIDUAL_READS,INSERT,
METERDATA,INTERCONNECTOR,1,METERDATA_INTERCONNECTOR,INSERT,
METERDATA,METERDATA_SAPS,1,METERDATA_SAPS,INSERT,
METERDATA,TRK,1,METERDATA_TRK,INSERT,
METERDATA,WDR_READS,1,METERDATA_WDR_READS,INSERT,
METER_DATA,CUSTOMER,1,METERDATA,INSERT,
METER_DATA,CUSTOMER_TRK,1,METERDATATRK,INSERT,
METER_DATA,GEN_DUID,1,METERDATA_GEN_DUID,INSERT-UPDATE,
MR,DAYOFFER_STACK,1,MR_DAYOFFER_STACK,INSERT,
MR,EVENT,1,MR_EVENT,INSERT,
MR,EVENT_SCHEDULE,1,MR_EVENT_SCHEDULE,INSERT,
MR,PEROFFER_STACK,1,MR_PEROFFER_STACK,INSERT,
MTPASA,CASERESULT,1,MTPASA_CASERESULT,INSERT,
MTPASA,CONSTRAINTRESULT,1,MTPASA_CONSTRAINTRESULT,INSERT,
MTPASA,CONSTRAINTSUMMARY,1,MTPASA_CONSTRAINTSUMMARY,INSERT,
MTPASA,DUIDAVAILABILITY,3,MTPASA_DUIDAVAILABILITY,INSERT,
MTPASA,DUIDAVAILABILITY,2,MTPASA_DUIDAVAILABILITY,INSERT,
MTPASA,INTERCONNECTORRESULT,1,MTPASA_INTERCONNECTORRESULT,INSERT,
MTPASA,LOLPRESULT,1,MTPASA_LOLPRESULT,INSERT,
MTPASA,REGIONAVAILABILITY,4,MTPASA_REGIONAVAILABILITY,INSERT,
MTPASA,REGIONAVAILABILITY,3,MTPASA_REGIONAVAILABILITY,INSERT,
MTPASA,REGIONAVAILTRK,1,MTPASA_REGIONAVAIL_TRK,INSERT,
MTPASA,REGIONITERATION,1,MTPASA_REGIONITERATION,INSERT,
MTPASA,REGIONRESULT,1,MTPASA_REGIONRESULT,INSERT,
MTPASA,REGIONRESULT,2,MTPASA_REGIONRESULT,INSERT,
MTPASA,REGIONSUMMARY,1,MTPASA_REGIONSUMMARY,INSERT,
MTPASA,RESERVELIMIT,1,MTPASA_RESERVELIMIT,INSERT,
MTPASA,RESERVELIMIT_REGION,1,MTPASA_RESERVELIMIT_REGION,INSERT,
MTPASA,RESERVELIMIT_SET,1,MTPASA_RESERVELIMIT_SET,INSERT,
NETWORK,EQUIPMENTDETAIL,1,NETWORK_EQUIPMENTDETAIL,INSERT-UPDATE,LASTCHANGED
NETWORK,EQUIPMENTDETAIL,2,NETWORK_EQUIPMENTDETAIL,INSERT-UPDATE,LASTCHANGED
NETWORK,OUTAGECONSTRAINTSET,1,NETWORK_OUTAGECONSTRAINTSET,INSERT,
NETWORK,OUTAGEDETAIL,3,NETWORK_OUTAGEDETAIL,INSERT-UPDATE,LASTCHANGED
NETWORK,OUTAGEDETAIL,4,NETWORK_OUTAGEDETAIL,INSERT-UPDATE,LASTCHANGED
NETWORK,OUTAGESTATUSCODE,1,NETWORK_OUTAGESTATUSCODE,INSERT-UPDATE,LASTCHANGED
NETWORK,RATING,1,NETWORK_RATING,INSERT-UPDATE,LASTCHANGED
NETWORK,REALTIMERATING,1,NETWORK_REALTIMERATING,INSERT,
NETWORK,STATICRATING,1,NETWORK_STATICRATING,INSERT-UPDATE,LASTCHANGED
NETWORK,SUBSTATIONDETAIL,1,NETWORK_SUBSTATIONDETAIL,INSERT-UPDATE,LASTCHANGED
NETWORK,SUBSTATIONDETAIL,2,NETWORK_SUBSTATIONDETAIL,INSERT-UPDATE,LASTCHANGED
OFFER,BIDDAYOFFER,2,BIDDAYOFFER,INSERT,
OFFER,BIDDAYOFFER,1,BIDDAYOFFER,INSERT,
OFFER,BIDOFFERFILETRK,1,BIDOFFERFILETRK,INSERT,
OFFER,BIDPEROFFER,1,BIDPEROFFER,INSERT,
OFFER,MTPASA_OFFERDATA,1,MTPASA_OFFERDATA,INSERT,
OFFER,MTPASA_OFFERDATA,2,MTPASA_OFFERDATA,INSERT,
OFFER,MTPASA_OFFERFILETRK,1,MTPASA_OFFERFILETRK,INSERT,
OPERATIONAL_DEMAND,ACTUAL,3,DEMANDOPERATIONALACTUAL,INSERT-UPDATE,LASTCHANGED
OPERATIONAL_DEMAND,ACTUAL,2,DEMANDOPERATIONALACTUAL,INSERT-UPDATE,LASTCHANGED
OPERATIONAL_DEMAND,FORECAST,1,DEMANDOPERATIONALFORECAST,UPDATE-INSERT,LASTCHANGED
P5MIN,BLOCKED_CONSTRAINTS,1,P5MIN_BLOCKEDCONSTRAINT,INSERT,
P5MIN,CASESOLUTION,2,P5MIN_CASESOLUTION,INSERT,
P5MIN,CONSTRAINTSOLUTION,6,P5MIN_CONSTRAINTSOLUTION,INSERT,
P5MIN,FCAS_REQUIRMENT,1,P5MIN_FCAS_REQUIREMENT,INSERT,LASTCHANGED
P5MIN,INTERCONNECTORSOLN,4,P5MIN_INTERCONNECTORSOLN,INSERT,
P5MIN,INTERSENSITIVITIES,1,P5MIN_INTERSENSITIVITIES,INSERT,
P5MIN,LOCAL_PRICE,1,P5MIN_LOCAL_PRICE,INSERT,
P5MIN,PRICESENSITIVITIES,1,P5MIN_PRICESENSITIVITIES,INSERT,
P5MIN,REGIONSOLUTION,7,P5MIN_REGIONSOLUTION,INSERT,
P5MIN,REGIONSOLUTION,8,P5MIN_REGIONSOLUTION,INSERT,
P5MIN,SCENARIODEMAND,1,P5MIN_SCENARIODEMAND,INSERT,
P5MIN,SCENARIODEMANDTRK,1,P5MIN_SCENARIODEMANDTRK,INSERT-UPDATE,LASTCHANGED
P5MIN,UNITSOLUTION,4,P5MIN_UNITSOLUTION,INSERT,
P5MIN,UNITSOLUTION,5,P5MIN_UNITSOLUTION,INSERT,
PARTICIPANT_REGISTRATION,ADG_DETAIL,1,ADG_DETAIL,INSERT,
PARTICIPANT_REGISTRATION,AGGREGATE_DISPATCH_GROUP,1,AGGREGATE_DISPATCH_GROUP,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,BIDDUIDDETAILS,1,BIDDUIDDETAILS,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,BIDDUIDDETAILSTRK,1,BIDDUIDDETAILSTRK,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,DISPATCHABLEUNIT,1,DISPATCHABLEUNIT,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,DUALLOC,1,DUALLOC,INSERT,
PARTICIPANT_REGISTRATION,DUDETAIL,5,DUDETAIL,INSERT,
PARTICIPANT_REGISTRATION,DUDETAIL,4,DUDETAIL,INSERT,
PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,5,DUDETAILSUMMARY,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,DUDETAILSUMMARY,6,DUDETAILSUMMARY,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,GENMETER,1,GENMETER,INSERT,
PARTICIPANT_REGISTRATION,GENUNITS,1,GENUNITS,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,GENUNITS,2,GENUNITS,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,GENUNITS_UNIT,1,GENUNITS_UNIT,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,MNSP_INTERCONNECTOR,1,MNSP_INTERCONNECTOR,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,MNSP_INTERCONNECTOR,2,MNSP_INTERCONNECTOR,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,MNSP_PARTICIPANT,1,MNSP_PARTICIPANT,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,PARTICIPANT,1,PARTICIPANT,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,PARTICIPANTACCOUNT,1,PARTICIPANTACCOUNT,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,PARTICIPANTCATEGORY,1,PARTICIPANTCATEGORY,INSERT,
PARTICIPANT_REGISTRATION,PARTICIPANTCATEGORYALLOC,1,PARTICIPANTCATEGORYALLOC,INSERT,
PARTICIPANT_REGISTRATION,PARTICIPANTCLASS,1,PARTICIPANTCLASS,INSERT,
PARTICIPANT_REGISTRATION,PARTICIPANTCREDITDETAIL,1,PARTICIPANTCREDITDETAIL,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,PMS_GROUP,1,PMS_GROUP,UPDATE-INSERT,LASTCHANGED
PARTICIPANT_REGISTRATION,PMS_GROUPNMI,1,PMS_GROUPNMI,UPDATE-INSERT,LASTCHANGED
PARTICIPANT_REGISTRATION,PMS_GROUPSERVICE,1,PMS_GROUPSERVICE,UPDATE-INSERT,LASTCHANGED
PARTICIPANT_REGISTRATION,STADUALLOC,1,STADUALLOC,INSERT,
PARTICIPANT_REGISTRATION,STATION,1,STATION,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,STATIONOPERATINGSTATUS,1,STATIONOPERATINGSTATUS,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,STATIONOWNER,1,STATIONOWNER,INSERT-UPDATE,LASTCHANGED
PARTICIPANT_REGISTRATION,STATIONOWNERTRK,1,STATIONOWNERTRK,INSERT-UPDATE,LASTCHANGED
PDPASA,CASESOLUTION,3,PDPASA_CASESOLUTION,INSERT,
PDPASA,CONSTRAINTSOLUTION,1,PDPASA_CONSTRAINTSOLUTION,INSERT,
PDPASA,INTERCONNECTORSOLN,1,PDPASA_INTERCONNECTORSOLN,INSERT,
PDPASA,REGIONSOLUTION,7,PDPASA_REGIONSOLUTION,INSERT,
PDPASA,REGIONSOLUTION,6,PDPASA_REGIONSOLUTION,INSERT,
PREDISPATCH,BLOCKED_CONSTRAINTS,1,PREDISPATCHBLOCKEDCONSTRAINT,INSERT,
PREDISPATCH,CASE_SOLUTION,1,PREDISPATCHCASESOLUTION,INSERT,
PREDISPATCH,CONSTRAINT_SOLUTION,5,PREDISPATCHCONSTRAINT,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,INTERCONNECTOR_SOLN,3,PREDISPATCHINTERCONNECTORRES,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,INTERCONNECTR_SENS,1,PREDISPATCHINTERSENSITIVITIES,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,LOCAL_PRICE,1,PREDISPATCH_LOCAL_PRICE,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,MNSPBIDTRK,1,PREDISPATCH_MNSPBIDTRK,INSERT,
PREDISPATCH,OFFERTRK,1,PREDISPATCHOFFERTRK,INSERT,
PREDISPATCH,PRICESENSITIVITIES,1,PREDISPATCHPRICESENSITIVITIES,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,REGIONFCASREQUIREMENT,2,PREDISPATCH_FCAS_REQ,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,REGIONFCASREQUIREMENT,1,PREDISPATCH_FCAS_REQ,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,REGION_PRICES,1,PREDISPATCHPRICE,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,REGION_PRICES,2,PREDISPATCHPRICE,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,REGION_SOLUTION,6,PREDISPATCHREGIONSUM,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,REGION_SOLUTION,7,PREDISPATCHREGIONSUM,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,SCENARIO_DEMAND,1,PREDISPATCHSCENARIODEMAND,INSERT,
PREDISPATCH,SCENARIO_DEMAND_TRK,1,PREDISPATCHSCENARIODEMANDTRK,INSERT-UPDATE,LASTCHANGED
PREDISPATCH,UNIT_SOLUTION,2,PREDISPATCHLOAD,UPDATE-INSERT,LASTCHANGED
PREDISPATCH,UNIT_SOLUTION,3,PREDISPATCHLOAD,UPDATE-INSERT,LASTCHANGED
PRICELOAD,CONSTRAINTRELAXATION,1,CONSTRAINTRELAXATION_OCD,INSERT-UPDATE,LASTCHANGED
PRICELOAD,CONSTRAINT_FCAS_OCD,1,DISPATCH_CONSTRAINT_FCAS_OCD,INSERT-UPDATE,LASTCHANGED
PRICELOAD,PRICE_REVISION,1,DISPATCH_PRICE_REVISION,INSERT,
PRUDENTIAL,COMPANY_POSITION,1,PRUDENTIALCOMPANYPOSITION,INSERT,
PRUDENTIAL,RUNTRK,1,PRUDENTIALRUNTRK,INSERT-UPDATE,LASTCHANGED
RESERVE_DATA,RESERVE,1,RESERVE,INSERT-UPDATE,LASTCHANGED
ROOFTOP,ACTUAL,1,ROOFTOP_PV_ACTUAL,INSERT,
ROOFTOP,ACTUAL,2,ROOFTOP_PV_ACTUAL,INSERT,
ROOFTOP,FORECAST,1,ROOFTOP_PV_FORECAST,INSERT,
SETCFG,REALLOCATION,2,REALLOCATION,INSERT-UPDATE,LASTCHANGED
SETCFG,REALLOCATION,1,REALLOCATION,INSERT-UPDATE,LASTCHANGED
SETCFG,REALLOCATIONINTERVAL,1,REALLOCATIONINTERVAL,INSERT-UPDATE,LASTCHANGED
SETCFG,SAPS_SETT_PRICE,1,SETCFG_SAPS_SETT_PRICE,INSERT,
SETTLEMENTS,ANCILLARY_SUMMARY,5,SET_ANCILLARY_SUMMARY,INSERT,
SETTLEMENTS,APC_COMPENSATION,1,SET_APC_COMPENSATION,INSERT,
SETTLEMENTS,APC_RECOVERY,1,SET_APC_RECOVERY,INSERT,
SETTLEMENTS,CPDATA,7,SETCPDATA,INSERT,
SETTLEMENTS,CPDATA,6,SETCPDATA,INSERT,
SETTLEMENTS,CPDATAREGION,5,SETCPDATAREGION,INSERT,
SETTLEMENTS,DAYTRACK,6,DAYTRACK,INSERT,
SETTLEMENTS,ENERGY_TRAN_SAPS,1,SET_ENERGY_TRAN_SAPS,INSERT,
SETTLEMENTS,FCASCOMP,5,SETFCASCOMP,INSERT,
SETTLEMENTS,FCASREGIONRECOVERY,5,SETFCASREGIONRECOVERY,INSERT,
SETTLEMENTS,FCAS_PAYMENT,6,SET_FCAS_PAYMENT,INSERT,
SETTLEMENTS,FCAS_PAYMENT,5,SET_FCAS_PAYMENT,INSERT,
SETTLEMENTS,FCAS_RECOVERY,6,SET_FCAS_RECOVERY,INSERT,
SETTLEMENTS,FCAS_RECOVERY,7,SET_FCAS_RECOVERY,INSERT,
SETTLEMENTS,GENDATA,6,SETGENDATA,INSERT,
SETTLEMENTS,GENDATAREGION,5,SETGENDATAREGION,INSERT,
SETTLEMENTS,INTERVENTION,5,SETINTERVENTION,INSERT,
SETTLEMENTS,INTERVENTIONRECOVERY,5,SETINTERVENTIONRECOVERY,INSERT,
SETTLEMENTS,INTRAREGIONRESIDUES,5,SETINTRAREGIONRESIDUES,INSERT,
SETTLEMENTS,IRAUCSURPLUS,6,SETIRAUCSURPLUS,INSERT,
SETTLEMENTS,IRNSPSURPLUS,6,SETIRNSPSURPLUS,INSERT,
SETTLEMENTS,IRPARTSURPLUS,6,SETIRPARTSURPLUS,INSERT,
SETTLEMENTS,IRSURPLUS,6,SETIRSURPLUS,INSERT,
SETTLEMENTS,LOCALAREAENERGY,1,SETLOCALAREAENERGY,INSERT,
SETTLEMENTS,LOCALAREATNI,1,SETLOCALAREATNI,INSERT,
SETTLEMENTS,LSHEDPAYMENT,5,SETLSHEDPAYMENT,INSERT,
SETTLEMENTS,MARKETFEES,6,SETMARKETFEES,INSERT,
SETTLEMENTS,MR_PAYMENT,5,SET_MR_PAYMENT,INSERT,
SETTLEMENTS,MR_RECOVERY,5,SET_MR_RECOVERY,INSERT,
SETTLEMENTS,NMAS_RECOVERY,2,SET_NMAS_RECOVERY,INSERT,
SETTLEMENTS,NMAS_RECOVERY_RBF,1,SET_NMAS_RECOVERY_RBF,INSERT,
SETTLEMENTS,REALLOCATIONS,5,SETREALLOCATIONS,INSERT,
SETTLEMENTS,RECOVERY_ENERGY,1,SET_RECOVERY_ENERGY,INSERT,
SETTLEMENTS,RESTARTPAYMENT,6,SETRESTARTPAYMENT,INSERT,
SETTLEMENTS,RESTARTRECOVERY,6,SETRESTARTRECOVERY,INSERT,
SETTLEMENTS,RPOWERPAYMENT,6,SETRPOWERPAYMENT,INSERT,
SETTLEMENTS,RUN_PARAMETER,5,SET_RUN_PARAMETER,INSERT,
SETTLEMENTS,SET_FCAS_REGULATION_TRK,2,SET_FCAS_REGULATION_TRK,INSERT,
SETTLEMENTS,SMALLGENDATA,1,SETSMALLGENDATA,INSERT,
SETTLEMENTS,SUBST_DEMAND,1,SET_SUBSTITUTE_DEMAND,INSERT,
SETTLEMENTS,SUBST_RUN_VERSION,1,SET_SUBST_RUN_VERSION,INSERT,
SETTLEMENTS,WDR_RECON_DETAIL,1,SET_WDR_RECON_DETAIL,INSERT,
SETTLEMENTS,WDR_TRANSACT,1,SET_WDR_TRANSACT,INSERT,
SETTLEMENTS_CONFIG,WDRRR_CALENDAR,1,SETCFG_WDRRR_CALENDAR,INSERT,
SETTLEMENTS_CONFIG,WDR_REIMBURSE_RATE,1,SETCFG_WDR_REIMBURSE_RATE,INSERT,
SETTLEMENT_CONFIG,ANCILLARY_RECOVERY_SPLIT,1,ANCILLARY_RECOVERY_SPLIT,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKETFEE,1,MARKETFEE,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKETFEEDATA,1,MARKETFEEDATA,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKETFEETRK,1,MARKETFEETRK,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKET_FEE_CAT_EXCL,1,MARKET_FEE_CAT_EXCL,INSERT,
SETTLEMENT_CONFIG,MARKET_FEE_CAT_EXCL_TRK,1,MARKET_FEE_CAT_EXCL_TRK,INSERT,
SETTLEMENT_CONFIG,MARKET_FEE_EXCLUSION,1,MARKET_FEE_EXCLUSION,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,MARKET_FEE_EXCLUSION_TRK,1,MARKET_FEE_EXCLUSIONTRK,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,PARTICIPANT_BANDFEE_ALLOC,1,PARTICIPANT_BANDFEE_ALLOC,INSERT,
SETTLEMENT_CONFIG,RESIDUECONTRACTPAYMENTS,1,RESIDUECONTRACTPAYMENTS,INSERT,
SETTLEMENT_CONFIG,SETCFG_PARTICIPANT_MPF,1,SETCFG_PARTICIPANT_MPF,INSERT-UPDATE,LASTCHANGED
SETTLEMENT_CONFIG,SETCFG_PARTICIPANT_MPFTRK,1,SETCFG_PARTICIPANT_MPFTRK,INSERT-UPDATE,LASTCHANGED
SPDCPC,NULL,2,SPDCONNECTIONPOINTCONSTRAINT,INSERT,
SPDICC,NULL,1,SPDINTERCONNECTORCONSTRAINT,INSERT,
SPDRC,NULL,2,SPDREGIONCONSTRAINT,INSERT,
STPASA,CASESOLUTION,3,STPASA_CASESOLUTION,INSERT,
STPASA,CONSTRAINTSOLUTION,3,STPASA_CONSTRAINTSOLUTION,INSERT,
STPASA,INTERCONNECTORSOLN,3,STPASA_INTERCONNECTORSOLN,INSERT,
STPASA,REGIONSOLUTION,6,STPASA_REGIONSOLUTION,INSERT,
STPASA,REGIONSOLUTION,7,STPASA_REGIONSOLUTION,INSERT,
TRADING,AVERAGEPRICE30,1,AVERAGEPRICE30,INSERT-UPDATE,LASTCHANGED
TRADING,INTERCONNECTORRES,2,TRADINGINTERCONNECT,INSERT,
